# Summary stats for batch processing of regression models
# timestamp: 2022-04-06 13:34:02
# NJG
# ------------------------

"ID","file_name","slope","p_val","r2"
51,"ranFile051.csv",-0.0342725515754844,0.697944378636785,0.00207529720458088
52,"ranFile052.csv",-0.068428825791964,0.629099897927226,0.00355513136288093
53,"ranFile053.csv",0.110822179343582,0.380265909424056,0.0107089380097339
54,"ranFile054.csv",0.0156780593129683,0.883767413690696,0.000268801184148506
55,"ranFile055.csv",0.123812128895011,0.221103594637407,0.0155548573345494
56,"ranFile056.csv",0.186291825916952,0.36723183491998,0.0453721223711633
57,"ranFile057.csv",0.156604368851093,0.34510276285687,0.0330701612855639
58,"ranFile058.csv",-0.131559294225244,0.526365416547406,0.0135125524055742
59,"ranFile059.csv",0.0629694054655503,0.543912297839487,0.0042490950355443
60,"ranFile060.csv",0.39156129830824,0.00863084615008639,0.140639553350007
61,"ranFile061.csv",-0.139133297965978,0.255313982642637,0.0274418740732691
62,"ranFile062.csv",0.0979683348681039,0.473004958443966,0.00783070354492299
63,"ranFile063.csv",-0.162744830428587,0.51920024472632,0.0248535169841485
64,"ranFile064.csv",-0.132135641015752,0.279235734351421,0.0167044280589734
65,"ranFile065.csv",-0.156624070724551,0.15988527963637,0.03559283723451
66,"ranFile066.csv",0.108304972942642,0.395471980152974,0.00964487535603618
67,"ranFile067.csv",0.765624812770957,0.00482073496188622,0.497703308996327
68,"ranFile068.csv",0.0521742527127041,0.630194496872546,0.00284003796543962
69,"ranFile069.csv",-0.0660899333024046,0.610492469303445,0.00395323723609621
70,"ranFile070.csv",0.0736580187123173,0.502468159784159,0.0058612978959973
71,"ranFile071.csv",0.234833488595832,0.378866901967765,0.0519664502940841
72,"ranFile072.csv",0.0425459683087999,0.851504857824448,0.00148975440783522
73,"ranFile073.csv",-0.090359801217595,0.74241531538928,0.0112896082540133
74,"ranFile074.csv",-0.518755648765313,0.0928438576550929,0.201962807459624
75,"ranFile075.csv",0.153529503419101,0.306082001196248,0.0227573074809872
76,"ranFile076.csv",-0.0734291659336039,0.576580473850455,0.0058107245872181
77,"ranFile077.csv",-0.376771111947269,0.0140930975150756,0.116829249703866
78,"ranFile078.csv",-0.173461106076139,0.242465322680836,0.0331671660926725
79,"ranFile079.csv",0.179662313502606,0.276154472173768,0.0358262546305917
80,"ranFile080.csv",-0.322835172852529,0.36729259790006,0.136726980709879
81,"ranFile081.csv",0.275818659617639,0.166598243705764,0.0934097866980646
82,"ranFile082.csv",-0.289841342888121,0.02993851090057,0.0715249010527783
83,"ranFile083.csv",-0.0878920630559129,0.465142029540584,0.00743345955940491
84,"ranFile084.csv",0.034636976889292,0.862747878342775,0.00192529902950654
85,"ranFile085.csv",-0.540556842079838,0.137389450236144,0.22807791924997
86,"ranFile086.csv",-0.0671660825393229,0.526715836836076,0.00436984225270655
87,"ranFile087.csv",0.0438358745662072,0.824963910598816,0.00137677130914459
88,"ranFile088.csv",0.0711535303213419,0.561498821935948,0.00678689688854478
89,"ranFile089.csv",0.040964736168256,0.745233420441789,0.00197142380082044
90,"ranFile090.csv",0.282828520337444,0.133720562748171,0.0813342114954933
91,"ranFile091.csv",-0.0319420031382965,0.787424905497731,0.000891785714305804
92,"ranFile092.csv",-0.0276323547004566,0.762025611359667,0.00118251475249805
93,"ranFile093.csv",0.197650387496437,0.191283521078756,0.0332480417784047
94,"ranFile094.csv",-0.560020486981511,0.0128857408012367,0.260233293821525
95,"ranFile095.csv",-0.443319496265263,0.0407138685423003,0.176885081439001
96,"ranFile096.csv",-0.19590034967156,0.121105546962872,0.0549649867581101
97,"ranFile097.csv",-0.00593004948108453,0.96109088810565,3.74775899860928e-05
98,"ranFile098.csv",0.0847772144551623,0.637450308260148,0.00902202104892447
99,"ranFile099.csv",0.0372028527885354,0.736996997521856,0.00127355854584013
100,"ranFile100.csv",0.134920333048267,0.418962810694901,0.0274064974129114
